video_id,theme,subtopic,confidence
ygNZV15VH8Y,career_productivity,vibe_coding,high
5Z2HBJTUNik,career_productivity,income_side_hustle,high
m647KpdNTDg,career_productivity,income_side_hustle,high
_CLofwGzd2I,career_productivity,tool_roundup,medium
I-uEcbtNzgg,creative_tool,video_gen,high
-5DylM1EdI4,career_productivity,agent_automation,high
qCZlSCmphMM,career_productivity,job_landed,high
V-maA961SDE,career_productivity,tool_roundup,medium
5TxSqvPbnWw,career_productivity,agent_automation,high
tZgdjdjeWqU,creative_tool,design_build,high
Iw_G_j1o6fQ,career_productivity,chatgpt_workflow,high
XPXKU-zAxAQ,career_productivity,vibe_coding,high
BLphZ354R8k,career_productivity,vibe_coding,high
InowktzMfK0,education_learning,skill_learning,high
NqpGWQ3VHIo,career_productivity,job_landed,low
iVNiNdNnmu0,career_productivity,income_side_hustle,high
J41q6Zljjn8,career_productivity,vibe_coding,medium
NcTcYDjBNNk,career_productivity,chatgpt_workflow,high
mfWCGwr3Jnw,career_productivity,income_side_hustle,high
KW4TD4BL-Iw,career_productivity,tool_roundup,high
IuyVVtr1uhY,career_productivity,vibe_coding,high
RMAux-sD1bA,career_productivity,tool_roundup,medium
sLXYaf2Lcr4,career_productivity,tool_roundup,high
ngXvG87RZOA,career_productivity,agent_automation,high
R-TPLCmtGKA,career_productivity,income_side_hustle,high
yGwbdTsIc8I,career_productivity,vibe_coding,medium
00Qwd1D_hqo,education_learning,homework_help,high
9WIsvEswZTk,career_productivity,job_landed,medium
WY2ranSJzmc,career_productivity,chatgpt_workflow,medium
QF2wIywvDhk,career_productivity,chatgpt_workflow,high
AxpFFswjzQw,career_productivity,chatgpt_workflow,medium
SLorO8ehtDs,career_productivity,agent_automation,high
_m46AMsiDeQ,education_learning,homework_help,medium
jm2jBW462bU,education_learning,skill_learning,high
g0gF0X_kM8k,career_productivity,agent_automation,high
GJ5jTgcbRHA,career_productivity,chatgpt_workflow,high
IEBZxH4GgzE,career_productivity,job_landed,medium
H1hqWz6PyQY,career_productivity,income_side_hustle,high
k7PvscqGD24,education_learning,concept_explainer,high
_998DCW7HbM,education_learning,study_aid,high
cnWlCSi5cdQ,creative_tool,video_gen,high
XUYvDbAv1IA,career_productivity,income_side_hustle,high
W2VgkdHU-yc,creative_tool,design_build,high
a0QA2F5paLM,career_productivity,job_landed,low
CT_WEGUKejQ,education_learning,skill_learning,high
m8o2GrbR3d8,education_learning,concept_explainer,high
5fhcklZe-qE,career_productivity,vibe_coding,high
zzBmvzR-URg,creative_tool,video_gen,high
TPLPpz6dD3A,education_learning,study_aid,high
rQdkV11rrIk,career_productivity,agent_automation,high
d9oQ9mudR-o,career_productivity,income_side_hustle,high
kQFW3bUrOu4,career_productivity,agent_automation,high
eA9Zf2-qYYM,career_productivity,agent_automation,high
mGfMsk0KbEg,career_productivity,chatgpt_workflow,high
acfvmTqp-uE,career_productivity,tool_roundup,high
S0h5oUVv0BY,career_productivity,income_side_hustle,high
vle5ZFkkIy8,synthetic_media_play,other,high
nBM3_AzNYU8,career_productivity,other,high
-0nGUccLguk,career_productivity,job_landed,medium
qcoxPuiYAz4,career_productivity,job_landed,low
ni19lPH_wy0,career_productivity,tool_roundup,medium
eC-QyTHngxw,career_productivity,tool_roundup,low
BK_yL3ywr-8,career_productivity,agent_automation,high
x-4R38Wdp_o,career_productivity,tool_roundup,high
WoaQvOSBtVs,career_productivity,job_landed,medium
wlpBCazAY9Q,career_productivity,vibe_coding,high
OFAm4qxTeRk,career_productivity,chatgpt_workflow,high
htZRCE2GgIs,career_productivity,tool_roundup,high
vPqQh1vtueQ,career_productivity,tool_roundup,medium
ck8BKtz7Q5g,creative_tool,video_gen,high
wmQVdzBRnN4,education_learning,skill_learning,high
i89ogxp0STw,education_learning,skill_learning,high
aj7NHIb4fa0,synthetic_media_play,funny_skit,medium
iz2nbCqcFUg,creative_tool,video_gen,high
krBzfkpFPP8,career_productivity,vibe_coding,high
X_X7WE1JBRg,career_productivity,income_side_hustle,high
hGCKdMsfU7g,career_productivity,job_landed,low
JMYQmGfTltY,career_productivity,other,low
LKcmi1cI6Hc,career_productivity,vibe_coding,high
QgisBAqkJ4M,career_productivity,income_side_hustle,high
3MwMII8n1qM,career_productivity,other,high
HQ3eVt2jgAY,career_productivity,income_side_hustle,high
-0ZHoBZ_BzM,career_productivity,chatgpt_workflow,high
s4a7Ummm2-M,creative_tool,design_build,medium
5JgsZCtIH_Q,career_productivity,vibe_coding,high
0hBaIEHpR0E,career_productivity,vibe_coding,high
Uta3kgN1Sw0,career_productivity,vibe_coding,medium
zkXonmqIBFg,career_productivity,chatgpt_workflow,high
QkI1Dl7d8Ic,education_learning,concept_explainer,medium
ZshRqHLQoOE,creative_tool,design_build,high
jaOIw-NiEPM,career_productivity,chatgpt_workflow,high
qkFYqY3vr84,career_productivity,job_landed,low
tUSYy8_g5uo,career_productivity,job_landed,medium
nVyD6THcvDQ,education_learning,concept_explainer,high
bKvMzi9Gurw,career_productivity,tool_roundup,high
oHu_xWe0agI,career_productivity,job_landed,low
RXOxYCGtuEg,creative_tool,video_gen,high
Rlkkl2wc4pQ,career_productivity,agent_automation,high
9c7zh2MkslY,career_productivity,chatgpt_workflow,high
sC_ZS2i_tuA,creative_tool,video_gen,high
xJkcuuqbdC8,career_productivity,chatgpt_workflow,high
9-TVwv6wtGQ,breakthrough_science,research_discovery,high
221dH0j07Ic,creative_tool,video_gen,high
AdgxgNsxGd0,creative_tool,video_gen,high
w4rG5GY9IlA,career_productivity,vibe_coding,high
7zCsfe57tpU,career_productivity,vibe_coding,medium
wOHpnFCucfc,career_productivity,tool_roundup,high
mWRe8w6YjO0,career_productivity,chatgpt_workflow,high
-y4swMaeJeI,career_productivity,tool_roundup,high
XaWUrWJDC_I,career_productivity,job_landed,low
us_9ogFJRUo,career_productivity,income_side_hustle,high
j0YENi6U0tE,career_productivity,tool_roundup,medium
9w_-L4dv2r4,creative_tool,video_gen,high
0Tch0N5nsRU,career_productivity,chatgpt_workflow,medium
eLUL0yph3Vs,creative_tool,image_art,medium
aPObz17OyH8,career_productivity,other,high
4uvX6dxD6QA,career_productivity,tool_roundup,high
LSKZrtFl47c,career_productivity,tool_roundup,high
6wGEtNgocBY,career_productivity,agent_automation,high
cszCH1ye5Mk,career_productivity,vibe_coding,high
Eq8JgI3HmjI,career_productivity,income_side_hustle,high
YsbIFvKgF78,career_productivity,income_side_hustle,medium
0D00wodpIBo,creative_tool,video_gen,high
rwxRoYzwkyM,career_productivity,vibe_coding,medium
S2lj2ckQFhY,education_learning,skill_learning,high
w0H1-b044KY,career_productivity,agent_automation,high
fH0No8qr9D0,career_productivity,agent_automation,medium
P_XjzpoctNI,creative_tool,video_gen,high
syh9psBoWBU,career_productivity,job_landed,medium
OV6TpMNSXFk,career_productivity,income_side_hustle,high
BuwPnrMmhzQ,career_productivity,chatgpt_workflow,medium
aAItDrJ8-rE,career_productivity,job_landed,medium
D_YzcH0VsGY,career_productivity,agent_automation,high
UtbNQqHhnKY,career_productivity,chatgpt_workflow,high
fscsnArG55M,career_productivity,chatgpt_workflow,medium
ZK4_W4UD0qQ,education_learning,skill_learning,high
oooNKxNY78I,creative_tool,video_gen,high
xhN8f3YIty0,career_productivity,job_landed,medium
5XeIG5_xbMA,career_productivity,income_side_hustle,high
0tLHVyd7WtM,career_productivity,chatgpt_workflow,high
WSjP8SYE9pQ,career_productivity,chatgpt_workflow,high
3aeAy3Qs2UA,career_productivity,income_side_hustle,high
Ivh7pnGdik4,creative_tool,design_build,high
m54t8xx13Uk,career_productivity,tool_roundup,high
0KkozVu1MHo,creative_tool,video_gen,high
KXLnEHE0w9Q,creative_tool,video_gen,high
V0lGbone1fM,career_productivity,tool_roundup,medium
494XSD0v54c,career_productivity,job_landed,high
2iEsOjzfrQ0,creative_tool,video_gen,high
dIcZ9BbS184,career_productivity,job_landed,medium
PzYtXQX0swE,career_productivity,agent_automation,medium
CF52N-w4anI,career_productivity,job_landed,low
BnquzIGVuKc,creative_tool,video_gen,high
JRx3vR1Nivs,creative_tool,video_gen,high
9axNhSx6W_U,creative_tool,music_suno,high
cm_dwDEbjEs,creative_tool,music_suno,high
BzEPA7EuZ1k,creative_tool,video_gen,high
jefp7vkPnuE,career_productivity,vibe_coding,high
DJMsXSr1jec,career_productivity,vibe_coding,high
QUvaHKRvfWA,career_productivity,vibe_coding,high
P08jrZhyNxw,career_productivity,chatgpt_workflow,high
E6DO_U2QWz4,career_productivity,job_landed,medium
8oyikmK1_uM,career_productivity,income_side_hustle,high
w-XPlC3a2oI,career_productivity,agent_automation,high
c_Is-ojvAeQ,career_productivity,tool_roundup,high
PeLIweOFXTM,career_productivity,agent_automation,high
8_Bx7HRo_ms,career_productivity,job_landed,medium
PEFso88LkC4,career_productivity,chatgpt_workflow,medium
xXxrvra9DQg,career_productivity,tool_roundup,high
ECLy6JnBdoY,creative_tool,music_suno,high
KbgIQSWp450,creative_tool,video_gen,high
YBB3GbluHjA,career_productivity,job_landed,low
keEi0LoZwL0,career_productivity,chatgpt_workflow,medium
2LHDLqDQy7s,career_productivity,job_landed,low
uB5Y-RB0mRo,career_productivity,other,medium
hJP5GqnTrNo,education_learning,concept_explainer,high
2jmiNO3jwrA,career_productivity,agent_automation,high
IlCShkbBUXs,career_productivity,income_side_hustle,high
KprWxa9WtIk,career_productivity,chatgpt_workflow,high
eAP9Vbo0ykw,career_productivity,tool_roundup,high
PxjuBgAUSp8,career_productivity,job_landed,low
0-FUhQKe-eU,career_productivity,tool_roundup,medium
d-U9a9PzwIw,career_productivity,other,medium
Qgi5hb7yxjU,career_productivity,tool_roundup,high
tW40b122Rbs,creative_tool,video_gen,high
y5jL8KsUwaI,career_productivity,chatgpt_workflow,medium
kI64t_d1tew,creative_tool,design_build,high
gDEi6xmxNx4,creative_tool,design_build,medium
-vwHldNaGPI,creative_tool,video_gen,high
aVfawxDj6uw,creative_tool,video_gen,high
9Ta86VBr7Qs,creative_tool,design_build,high
6xPlpSnd7qY,career_productivity,other,high
8w97N0rEIS8,creative_tool,music_suno,high
Nrah53DN-Xs,career_productivity,income_side_hustle,high
0lTLOyB7QUE,career_productivity,income_side_hustle,high
3oswJT0vBPM,creative_tool,design_build,high
HNKlFTd1maM,career_productivity,income_side_hustle,high
mtiOK2QG9Q0,career_productivity,agent_automation,high
9q5ojtkqsBs,career_productivity,chatgpt_workflow,high
-hvMo2XUQd0,companion_affective,character_roleplay,high
XJ7bYdjKDcA,career_productivity,tool_roundup,high
pv1D7tY7HSw,career_productivity,income_side_hustle,high
JiF1SfP5Yik,career_productivity,income_side_hustle,high
9rpOO0Bh7i0,career_productivity,tool_roundup,high
IBEir6U8t6g,career_productivity,income_side_hustle,high
9nVEfjmDlVk,creative_tool,video_gen,high
rX-7MZ6_mEo,career_productivity,income_side_hustle,high
DQr46pPb3N0,creative_tool,music_suno,high
T0ZkvbZe9Dw,synthetic_media_play,funny_skit,medium
FE7ezniiOT0,career_productivity,income_side_hustle,high
lEnvmni7w9g,synthetic_media_play,funny_skit,medium
5hZCTc_mwOg,career_productivity,chatgpt_workflow,high
YChQgpxXRRg,career_productivity,income_side_hustle,high
77ikjQjdGFg,career_productivity,agent_automation,high
lIDIEKkRrGI,career_productivity,agent_automation,high
MIudp4xv7Io,breakthrough_science,research_discovery,high
L7FF8Zgab3M,career_productivity,agent_automation,high
uz_3dSU8rQo,career_productivity,income_side_hustle,high
eh4k_oGqUKw,creative_tool,video_gen,high
NcNingch2AM,career_productivity,income_side_hustle,high
MsQACpcuTkU,career_productivity,vibe_coding,high
amw4TbluzAs,career_productivity,income_side_hustle,high
GWHi_nszjPM,career_productivity,agent_automation,high
KSOxkhWs2Ic,career_productivity,agent_automation,high
x6Ix0RVd7yk,career_productivity,other,high
pLs6ZKEDixQ,career_productivity,income_side_hustle,high
IikUhG-BCFs,career_productivity,vibe_coding,high
9ohWi8vISUs,career_productivity,income_side_hustle,high
s7LJwX2sZIc,creative_tool,video_gen,high
biAYfwX4bkY,career_productivity,agent_automation,high
IN7bo1_ZPDg,creative_tool,video_gen,medium
gxzMLBi6kJY,career_productivity,chatgpt_workflow,high
68rLQ1kxC8c,career_productivity,income_side_hustle,high
NlGIl5-gpHM,career_productivity,income_side_hustle,high
AWpm2fvR16w,career_productivity,agent_automation,high
QgAuj07ZbGY,education_learning,other,high
C0gErQtnNFE,breakthrough_science,research_discovery,high
0B_xyflXrwc,creative_tool,video_gen,high
D2zYdQ5L6Qo,career_productivity,vibe_coding,high
tr46Qmoe6yM,education_learning,skill_learning,high
S_oN3vlzpMw,career_productivity,agent_automation,high
pX10u2JXNCA,creative_tool,music_suno,medium
7yZ0LG5301Q,career_productivity,income_side_hustle,high
rPKTBKxeJN8,creative_tool,video_gen,high
3s30GvFd6lM,career_productivity,income_side_hustle,high
Ey18PDiaAYI,career_productivity,agent_automation,high
ygeCgN-SfE8,career_productivity,income_side_hustle,high
TAirq97G7ow,career_productivity,chatgpt_workflow,high
D5Ylmvn_D6g,creative_tool,design_build,high
i_36dg1t0e4,career_productivity,income_side_hustle,high
x9PLQsVxkg4,career_productivity,tool_roundup,medium
l5ggH-YhuAw,career_productivity,vibe_coding,medium
JoCW4kMKxbY,creative_tool,design_build,high
stysNDEAqVA,creative_tool,video_gen,high
OsN_MJopMxc,career_productivity,income_side_hustle,high
ZaPbP9DwBOE,education_learning,skill_learning,high
mdKbjQnZDCc,creative_tool,video_gen,medium
hQtsklK7_Ug,career_productivity,income_side_hustle,high
EsTrWCV0Ph4,career_productivity,income_side_hustle,medium
jg1okpfA4WM,career_productivity,vibe_coding,medium
2GZ2SNXWK-c,career_productivity,agent_automation,high
p09yRj47kNM,education_learning,skill_learning,high
bRWvBt0SbBc,career_productivity,income_side_hustle,high
xEr0hRbK_Xo,career_productivity,vibe_coding,high
s_8b5iq4Rvk,career_productivity,vibe_coding,high
ioMtPEH3vHM,career_productivity,job_landed,low
CVo6U_mHBmQ,career_productivity,income_side_hustle,high
s5MJpRBQLgo,education_learning,skill_learning,high
fr78adfAnuA,career_productivity,agent_automation,medium
j_5s_Esjb_0,career_productivity,vibe_coding,high
JWbv1awlFsg,creative_tool,design_build,high
EWFFaKxsz_s,education_learning,skill_learning,high
3FgPLbfs_oY,career_productivity,vibe_coding,high
Y0OB8GJh6Pc,career_productivity,agent_automation,high
wqH1hTkA6qg,career_productivity,vibe_coding,high
XA8uZqWyAUc,career_productivity,agent_automation,high
DrRRvM4oc4w,creative_tool,music_suno,high
TInKBwqAMVM,career_productivity,income_side_hustle,high
aE2Gt91PQCg,career_productivity,income_side_hustle,high
pXR_bShli10,career_productivity,agent_automation,high
l0Vqm0ZIySc,career_productivity,income_side_hustle,high
_b7uNj9RPto,career_productivity,chatgpt_workflow,high
8FvuPHXPdcY,career_productivity,agent_automation,high
03DjE7j0Suw,career_productivity,income_side_hustle,high
mcYl70vq_Ns,creative_tool,pro_ai_identity,high
pDGliDl_u90,career_productivity,vibe_coding,high
NPEeBsUV9WE,career_productivity,income_side_hustle,high
iyMAfTjcKZI,creative_tool,video_gen,high
2BuGehPaSBY,career_productivity,agent_automation,high
YPHktv7wU10,career_productivity,chatgpt_workflow,high
ZpXN9M0WLQ4,career_productivity,chatgpt_workflow,high
G2Ec3h5CfA8,career_productivity,vibe_coding,high
zL2PIa72gJ4,career_productivity,tool_roundup,high
vA63-nDMYGg,creative_tool,music_suno,high
IjF5Uun2jrM,creative_tool,video_gen,high
jcgaNrC4ElU,education_learning,concept_explainer,high
yLXLHnD4fco,career_productivity,agent_automation,high
8xMYpZZsimw,career_productivity,vibe_coding,medium
K3bPO9CPQy4,career_productivity,chatgpt_workflow,medium
lBwIK3tFBQk,career_productivity,income_side_hustle,high
Zv0olQNS6wo,creative_tool,design_build,high
pHDh_PWMTaU,creative_tool,design_build,medium
Fh-aBKrG5CI,career_productivity,agent_automation,high
bTMPwUgLZf0,career_productivity,agent_automation,high
Fy1UCBcgF2o,career_productivity,agent_automation,high
GQ4Lsd5zrYk,creative_tool,video_gen,high
sVcwVQRHIc8,education_learning,skill_learning,high
wY3egFhsVYI,career_productivity,income_side_hustle,high
W3dQS6fC-iE,career_productivity,chatgpt_workflow,high
csTbmURrySU,career_productivity,income_side_hustle,high
CfdyO2ikv88,creative_tool,video_gen,high
-A0zIuuxID4,creative_tool,other,low
mOak_imYmqU,creative_tool,design_build,high
4jlAz--4YFU,career_productivity,vibe_coding,high
Up8brcoOyyk,career_productivity,other,high
WxYC9-hBM_g,career_productivity,agent_automation,medium
JtdUgJGI_Oo,career_productivity,agent_automation,high
lfE-csUyPF4,creative_tool,image_art,high
OKa5q8DTy8U,creative_tool,video_gen,high
RVaEJQaBNq4,career_productivity,income_side_hustle,high
6vV0dlQq_W8,career_productivity,income_side_hustle,high
DflFq21CRqc,career_productivity,tool_roundup,high
bqhvsKS7G9k,career_productivity,income_side_hustle,high
Ad9zlZAxkWM,career_productivity,income_side_hustle,high
mRF0P_hyFIk,creative_tool,video_gen,high
fQz2B-YQ6Wk,career_productivity,income_side_hustle,high
fL_l8mxU148,career_productivity,income_side_hustle,high
1FiER-40zng,career_productivity,agent_automation,high
LIzZRgfW4ok,career_productivity,agent_automation,high
zwUSZD3t_BU,career_productivity,job_landed,low
fOnKo_Hole8,education_learning,skill_learning,high
GmzJCSVWuRw,creative_tool,video_gen,high
6bc5H4CtC9w,career_productivity,agent_automation,high
jG9aLEawV7Y,career_productivity,tool_roundup,high
34QLjR2DKWc,career_productivity,income_side_hustle,high
9LcouXH_O6g,career_productivity,agent_automation,high
OxNlBqHex44,creative_tool,video_gen,high
y2OMY5TM1d4,career_productivity,income_side_hustle,high
dip5HXMpujw,career_productivity,income_side_hustle,high
AOSba9C1RrY,creative_tool,music_suno,high
tiplN2Qc_ws,career_productivity,chatgpt_workflow,medium
_67MWD7XW9Q,career_productivity,income_side_hustle,high
xTmU8ZImUO8,career_productivity,vibe_coding,high
gRcBu8LyfGo,career_productivity,income_side_hustle,high
Sx5CQL3FF0w,creative_tool,design_build,high
HHBF5efMTPI,career_productivity,agent_automation,high
lq8OaM-SeJo,career_productivity,agent_automation,high
yMOmmnjy3sE,career_productivity,chatgpt_workflow,high
jeA-KBv0b68,career_productivity,vibe_coding,high
ZDTSGYzZMM4,creative_tool,design_build,high
Ze3TBB4lgks,creative_tool,video_gen,high
ioXoZeYVlV0,career_productivity,job_landed,medium
rGIR45jX_qM,education_learning,other,high
FQCzh13eEYY,career_productivity,income_side_hustle,high
-PqmnpsDA_w,creative_tool,video_gen,high
DbU5FXpd6xI,career_productivity,agent_automation,high
ibFJ--CH3cQ,career_productivity,agent_automation,high
Uv4EwfZQ9tY,career_productivity,vibe_coding,high
Aic64JKr9Zw,career_productivity,agent_automation,high
CnMlXwyA288,career_productivity,agent_automation,high
E3UvlDqJppo,creative_tool,video_gen,high
IfVGwaJj_sI,creative_tool,video_gen,high
cqDQV5g7zHo,career_productivity,job_landed,low
_5CrO9QrIMs,career_productivity,chatgpt_workflow,high
bAzg8BugEVY,career_productivity,income_side_hustle,high
wflfMohgQ8k,career_productivity,agent_automation,high
kE6Fy_JXEvY,career_productivity,agent_automation,high
QAgkyOXu_KM,career_productivity,income_side_hustle,high
gGpFB3ms6rU,synthetic_media_play,funny_skit,high
jdLFeBkiy3M,career_productivity,agent_automation,high
SkEUXfv9sEo,career_productivity,vibe_coding,medium
dozdnRbih3I,career_productivity,agent_automation,high
zy0du_edkHU,career_productivity,agent_automation,high
6q8joS_592k,career_productivity,vibe_coding,high
ywIhw15za9Y,career_productivity,vibe_coding,high
Zg3f_18PtmU,career_productivity,agent_automation,high
Nqr0MOIaJtQ,career_productivity,agent_automation,high
Ckk-mAC5W7Y,career_productivity,agent_automation,high
2oftL-6e_Y4,career_productivity,agent_automation,high
WqVrzzVSIcA,career_productivity,agent_automation,high
6Pb1O-qRMEg,career_productivity,agent_automation,high
VArssLucDks,career_productivity,agent_automation,high
BkHnzW7vWaA,career_productivity,agent_automation,high
lTKBxfy1sXE,career_productivity,agent_automation,high
lssJULyMpLA,career_productivity,agent_automation,high
IjS9eTpmhgk,career_productivity,agent_automation,high
AJvcMAJXTkk,career_productivity,agent_automation,high
gtfhQGI6HCE,career_productivity,agent_automation,high
xkNDnRRdVXY,career_productivity,other,high
gJod3CqLOn8,career_productivity,agent_automation,high
_w-jVw8Uhc0,career_productivity,agent_automation,high
mTXGPf3nDso,career_productivity,agent_automation,high
kEkEwec-MwY,career_productivity,agent_automation,high
m7bVkcB6p2I,career_productivity,agent_automation,high
f7axOmeHA1Q,career_productivity,agent_automation,high
MX6ynatVU1Q,career_productivity,agent_automation,high
WhjB5AOIGSU,career_productivity,agent_automation,high
BizetXdAjk8,creative_tool,design_build,high
WVeLhy_KbOE,career_productivity,agent_automation,high
Lr66QWnd6k0,career_productivity,other,medium
7lyU_CKp3WA,career_productivity,agent_automation,high
K3rzM-oXxOU,career_productivity,agent_automation,high
p6w0fgvqV2g,career_productivity,agent_automation,high
2_HazEBH0qA,career_productivity,agent_automation,high
Qn2c_U-cWQs,career_productivity,agent_automation,high
qaB5HF4ax9M,career_productivity,vibe_coding,high
hwFWSMWlFuM,career_productivity,agent_automation,high
qSbJbGJvm48,career_productivity,agent_automation,high
EJyuu6zlQCg,career_productivity,vibe_coding,high
Cpfat3o6eSs,career_productivity,vibe_coding,high
-_t7UCf_Dac,career_productivity,vibe_coding,high
ocQ7ZKhHU5Q,career_productivity,vibe_coding,high
yrBK0DTl0F8,career_productivity,agent_automation,high
3x2q6-5XbQ8,career_productivity,vibe_coding,high
9QS5hcDHyVY,career_productivity,agent_automation,high
jC4v5AS4RIM,career_productivity,chatgpt_workflow,high
qYqIhX9hTQk,career_productivity,vibe_coding,high
wnw4s1VLtzI,career_productivity,vibe_coding,high
LJ1YZ3Uek3g,career_productivity,vibe_coding,high
facJZ_1Xc9k,career_productivity,vibe_coding,high
