video_id,theme,subtopic,confidence
TYe9DSPuCaE,jobs,all_jobs_panic,high
1gmaQwp5uSk,jobs,all_jobs_panic,high
KLvSapvVNdI,jobs,layoffs_news,medium
4hH0DQKjHhw,jobs,all_jobs_panic,high
yic4ImNSE3w,jobs,white_collar_tech,high
ATCP8-uIplc,jobs,all_jobs_panic,high
7J24aPxv6lU,jobs,layoffs_news,high
45AGotIQT0Q,jobs,all_jobs_panic,high
6KjXRPoZlmQ,jobs,all_jobs_panic,high
g1uBWwUE0dY,jobs,layoffs_news,high
0qrtp00L8EU,jobs,white_collar_tech,high
58lce0p-EVk,jobs,white_collar_tech,high
uMi0RpyjHdM,jobs,service_blue_collar,high
fa8k8IQ1_X0,xrisk,agi_superintelligence,high
QIAiEM0Stbw,jobs,layoffs_news,high
nQky5DQnPlE,jobs,layoffs_news,high
H7zcADzk63k,jobs,layoffs_news,high
DTWFZyU76Ok,jobs,layoffs_news,high
KMvJgt-V8Nc,jobs,all_jobs_panic,high
lUsDmCltgEQ,jobs,white_collar_tech,high
XKdCvahIZX4,jobs,all_jobs_panic,high
raRTjcHt8Uo,jobs,all_jobs_panic,high
xZkRthPhvW0,jobs,white_collar_tech,high
tKqQrMaCFj8,jobs,all_jobs_panic,high
vH4BG9OQ3ns,jobs,all_jobs_panic,high
XWqdq74IxLc,jobs,all_jobs_panic,high
CqZ0W5pkwvo,jobs,personal_loss,high
a1c5DFCi9Fk,jobs,all_jobs_panic,high
jn7DqWebWqA,jobs,all_jobs_panic,high
V0zyh9F4S0A,jobs,personal_loss,medium
znKb71kLG5c,regulation,corporate_critique,high
tDhS2ZoQimA,jobs,layoffs_news,high
RVlfP7NTCFs,jobs,white_collar_tech,high
8m_AgIGjwJE,jobs,white_collar_tech,high
tapuZbchckU,jobs,white_collar_tech,high
as1cYNA7uOA,jobs,all_jobs_panic,high
qwdeRbRruiA,jobs,layoffs_news,high
YU9sLrOMSRM,jobs,all_jobs_panic,high
uyaaHVnUHOs,jobs,layoffs_news,high
fvItHlMsHtY,jobs,white_collar_tech,high
Wynqiyg7tOA,jobs,white_collar_tech,high
p_kF_SDB0-c,jobs,all_jobs_panic,high
hIDWmuWv8SY,jobs,all_jobs_panic,high
Yk6FyLI-mnA,jobs,layoffs_news,high
meg89ToDgXo,jobs,layoffs_news,high
WfjGZCuxl-U,jobs,white_collar_tech,high
hnS4MamSCxs,jobs,layoffs_news,high
OSNo1g9Tr3I,jobs,all_jobs_panic,medium
v3tLa5nHz-M,jobs,white_collar_tech,high
n4NGgzZaF5s,jobs,all_jobs_panic,high
YhEYV5WWQ0g,jobs,layoffs_news,high
CQttoD1fqQw,jobs,layoffs_news,high
JMYQmGfTltY,jobs,all_jobs_panic,high
42ZYLbw_yi8,jobs,all_jobs_panic,high
xC1jkVrIsmw,jobs,all_jobs_panic,high
Vmtco9mWAY0,jobs,all_jobs_panic,high
xLpH4Ui2OvA,jobs,layoffs_news,high
FCIoJ6YqFks,jobs,all_jobs_panic,high
BsSyTjlsFSs,jobs,all_jobs_panic,high
TA5uqap_qOM,jobs,all_jobs_panic,high
l8UtH2SfrjE,xrisk,other,medium
Sd1lYW-Ksc8,jobs,all_jobs_panic,high
qflh4GKbmVQ,jobs,all_jobs_panic,high
T64Nlm6g_Rw,jobs,all_jobs_panic,high
3tphiM4aaT8,jobs,layoffs_news,high
z3kaLM8Oj4o,jobs,all_jobs_panic,medium
DbQjrA9VPjY,jobs,white_collar_tech,high
b-15DfuWg8M,jobs,all_jobs_panic,high
lctlDGv0eKc,jobs,layoffs_news,high
5byOotxhcas,jobs,all_jobs_panic,high
rtT87iAm_SM,xrisk,personal_dread,high
VeD8wChpJes,jobs,all_jobs_panic,high
BLoql3Gz-UI,jobs,all_jobs_panic,high
eddSGoSYnSU,jobs,all_jobs_panic,high
OuKjm14u5WQ,jobs,all_jobs_panic,high
NMvwYRF-jNk,jobs,all_jobs_panic,medium
Bd3kte9aO9g,jobs,service_blue_collar,high
lyXLjLIVuCU,jobs,all_jobs_panic,high
EBsnyIm-mm4,jobs,all_jobs_panic,high
LfOiEV_x1fg,general_neg,bubble_skepticism,high
3E6VOekP1jE,jobs,layoffs_news,high
UclrVWafRAI,xrisk,loss_of_control,high
9CLhQQUaN0s,jobs,all_jobs_panic,high
7Pq-S557XQU,jobs,all_jobs_panic,high
JsJzAZN85FA,jobs,layoffs_news,high
GXL9OwUzizM,jobs,white_collar_tech,high
wR_dg-RSTMg,jobs,white_collar_tech,high
ZQArpzGL9bQ,jobs,all_jobs_panic,medium
BAV25iJ6Obc,jobs,layoffs_news,high
MYB0SVTGRj4,jobs,all_jobs_panic,high
MdUMQyB83H8,jobs,layoffs_news,high
RqRsbxIta84,jobs,white_collar_tech,high
ypicIkaiViM,jobs,all_jobs_panic,high
yWIrrw9YKuc,jobs,all_jobs_panic,high
QGMnKGklEZw,jobs,white_collar_tech,high
RB_WmoH5nQ4,jobs,all_jobs_panic,high
2J9VreAHS44,jobs,layoffs_news,high
7Mp_UKRFf1E,jobs,white_collar_tech,high
8jR_kQJ-Meo,jobs,layoffs_news,high
Zcpj-U5lcAc,jobs,white_collar_tech,high
JXUnB5lJY_4,jobs,layoffs_news,high
IUs-QyfZk9A,jobs,layoffs_news,high
l6d_0PB0Pbg,jobs,layoffs_news,high
rgrD8rDWJok,jobs,all_jobs_panic,high
bNJad6HE23c,jobs,white_collar_tech,high
g7AVtiIKygc,jobs,layoffs_news,high
ELu7QZgi9G8,jobs,layoffs_news,high
VD1vBFpe7Y4,jobs,layoffs_news,high
jHUYGzJVHno,jobs,all_jobs_panic,high
XRKWPdoP_5A,jobs,all_jobs_panic,high
uhjDcW6sSnM,jobs,all_jobs_panic,high
MmNCEetNdV8,jobs,layoffs_news,high
xU98kKXF9K0,jobs,all_jobs_panic,high
qB_ZZrKgRS8,jobs,all_jobs_panic,high
FRUTFGtPeVc,xrisk,agi_superintelligence,high
sOMizSVuqKY,jobs,all_jobs_panic,high
kj_ztwHAd5o,jobs,all_jobs_panic,high
97QbHMURFxI,jobs,white_collar_tech,high
oaL6dqERYAM,jobs,white_collar_tech,high
eRmU2AmWeQ4,jobs,all_jobs_panic,high
L1NFCUwLnw4,surveillance,data_privacy,high
KcPccKF1Bmk,jobs,layoffs_news,high
m1HqFjXObTA,jobs,layoffs_news,high
NjbMlL89kiE,jobs,all_jobs_panic,high
oTeT5q86ATs,jobs,all_jobs_panic,high
ChMyu6SQZEs,jobs,white_collar_tech,high
mPrDpytw7qI,jobs,all_jobs_panic,high
EBKdG0gyD0o,jobs,white_collar_tech,high
UhsRTO4Ct6c,jobs,all_jobs_panic,high
MiMxwwslhiw,jobs,all_jobs_panic,high
JenZarFl-TE,jobs,all_jobs_panic,high
wFiEXodlNto,jobs,all_jobs_panic,high
T7n7-yFgiSg,xrisk,extinction_doom,high
8YyVk-W22Ak,jobs,all_jobs_panic,high
TCczsjUPBSw,jobs,all_jobs_panic,high
BcQb_8hmxSI,xrisk,loss_of_control,high
FsfgbTBIP6M,jobs,white_collar_tech,high
16LlmGUkKKI,jobs,layoffs_news,high
HE5qnKGFIvg,xrisk,loss_of_control,high
nWqfVlIYHUg,jobs,personal_loss,high
PzRDmok1xgY,jobs,all_jobs_panic,high
1x-zVIKWxz8,jobs,all_jobs_panic,high
0xl10X3VbYo,jobs,personal_loss,high
4s8sG9SCUhM,jobs,layoffs_news,high
5KmopXwjXik,xrisk,loss_of_control,high
fCu5xwpGE7I,jobs,white_collar_tech,high
9wzHkW9OaKQ,education,learning_harm,medium
6go-JrhMJwM,jobs,layoffs_news,high
e-Ecodxn5m4,jobs,layoffs_news,high
UXgJyDNBPrY,jobs,all_jobs_panic,high
bNXyukfP41o,jobs,all_jobs_panic,high
LHZIDsHSmJs,regulation,other,high
I926L83jNSM,jobs,personal_loss,high
en8aDAIYkp0,jobs,layoffs_news,high
giT0ytynSqg,xrisk,extinction_doom,high
XLgMSMF3Jvw,jobs,layoffs_news,high
MwO2RzKhuNE,jobs,all_jobs_panic,high
mbRC_xaCt5g,jobs,all_jobs_panic,medium
zUaBBhTguhY,jobs,all_jobs_panic,high
T_S-0u9rGK4,jobs,all_jobs_panic,high
pwnG7MuV_rc,jobs,white_collar_tech,high
lQfZKIWmCag,jobs,all_jobs_panic,high
_zfN9wnPvU0,general_neg,ai_slop,high
cBN7b88ZldA,jobs,personal_loss,medium
QZjFmYRXAzQ,jobs,all_jobs_panic,high
c5v--Px3f4k,jobs,layoffs_news,high
9TyUQtmouJc,jobs,white_collar_tech,high
P7Y-fynYsgE,xrisk,agi_superintelligence,high
GjkCSQndS1E,jobs,personal_loss,high
F8AUhAKeVok,jobs,all_jobs_panic,high
mz5YGVOKh20,jobs,white_collar_tech,high
zQThHCB_aec,xrisk,loss_of_control,high
ozVb14bNwzQ,jobs,white_collar_tech,high
v3bMNwxwKA8,jobs,all_jobs_panic,medium
XY5DBbcjMVM,jobs,all_jobs_panic,high
qcn0Srbs7pg,jobs,service_blue_collar,high
dVMdnNFaApE,jobs,white_collar_tech,high
nY5Vm67OgsU,jobs,all_jobs_panic,high
yVc2ZhECTMg,jobs,all_jobs_panic,high
RWDfmAD7rpE,jobs,personal_loss,high
yOKQldbRdG4,jobs,all_jobs_panic,high
4zwCjgHxDIg,jobs,white_collar_tech,high
7kyWL78E2LE,jobs,all_jobs_panic,medium
Pa36B1T__ng,jobs,all_jobs_panic,high
sg7HuuUtjDQ,jobs,white_collar_tech,high
anMEvTgEUtg,jobs,all_jobs_panic,high
t5qOYRpG3rE,jobs,all_jobs_panic,high
fcToUAi46iY,art,creative_job_loss,high
f9HwA5IR-sg,xrisk,loss_of_control,high
Viw2GFGkFSI,jobs,all_jobs_panic,high
3KQxQckG8ug,jobs,all_jobs_panic,high
zrRPOchwcR4,jobs,layoffs_news,high
nVWsOBZcihA,xrisk,loss_of_control,medium
NZNA_rOBx0o,jobs,all_jobs_panic,high
KiDEvgAsWE8,jobs,service_blue_collar,high
Lswb4-DHM6g,jobs,all_jobs_panic,high
AC-MSusGTrY,jobs,all_jobs_panic,high
hm7su-mMZhI,jobs,service_blue_collar,medium
ZQxFu68Uko8,jobs,service_blue_collar,high
3KHSBrBWxSE,jobs,all_jobs_panic,high
jI9tjnWBGAs,jobs,personal_loss,high
-x-uetBTy5Y,jobs,all_jobs_panic,high
iGNtZ2c05oM,jobs,white_collar_tech,high
OovTIngZtCY,jobs,personal_loss,high
QhxR-sR609c,jobs,white_collar_tech,high
fgfjYp_ZoJo,jobs,white_collar_tech,high
m2RY3WTNP1o,jobs,all_jobs_panic,high
vFn5pfIweb4,jobs,layoffs_news,high
R6mTUK_yPKw,jobs,all_jobs_panic,high
Ecmlh607KeA,jobs,white_collar_tech,high
zQ1POHiR8m8,xrisk,loss_of_control,high
Jk_mrWq-S58,jobs,all_jobs_panic,high
WVPpbatZuF4,jobs,layoffs_news,high
_rcGfpeLdIo,jobs,layoffs_news,high
FBQg01Oi4iM,jobs,layoffs_news,high
m_9b9bYrNc0,jobs,layoffs_news,high
s1c4Ji6tNdw,jobs,all_jobs_panic,high
N7L0UrbCtis,jobs,personal_loss,high
TdBKWW8adYI,jobs,all_jobs_panic,high
juLJG9LqVrk,jobs,all_jobs_panic,high
8-8WSaizjDY,jobs,layoffs_news,high
kpSEyepY9uQ,jobs,all_jobs_panic,high
e8hyQz75lpQ,jobs,layoffs_news,high
Ly1Gp9-y5-8,jobs,all_jobs_panic,medium
im4re4zSrpk,jobs,all_jobs_panic,high
K-Xvhf0XCK4,jobs,layoffs_news,high
TyorY7tL2aQ,jobs,all_jobs_panic,high
zD2ILYuqHH8,jobs,layoffs_news,high
Kbng0AyO5Vs,jobs,layoffs_news,high
fvhMFdrd-Lw,jobs,layoffs_news,high
vkcuP3hS-nI,jobs,layoffs_news,high
oWA6_CILNjg,jobs,white_collar_tech,high
3JdV2qGCAFk,jobs,layoffs_news,high
zLRgu1iDDiU,jobs,all_jobs_panic,high
IprbuZOyclo,jobs,layoffs_news,high
csseq9jRm2o,jobs,white_collar_tech,high
eE6ATF-UWZY,jobs,layoffs_news,high
9ANoT3CvuaA,jobs,layoffs_news,high
ZIUPfIauv9c,jobs,layoffs_news,high
ufrGgA0ypTA,jobs,layoffs_news,high
-3ennk-0vww,jobs,all_jobs_panic,high
OfgsmuUGHeg,jobs,layoffs_news,high
n2LYPpoPyQ8,jobs,all_jobs_panic,high
G9jfiWY5PTY,jobs,layoffs_news,high
BxqL9P3HhGs,jobs,layoffs_news,high
sAPtuLvP1qk,jobs,layoffs_news,high
g8H7zTvhnos,jobs,white_collar_tech,high
zSfzj84cMoI,jobs,white_collar_tech,high
K5rexxwa5Fs,jobs,layoffs_news,high
8MU_c7tk8mw,jobs,layoffs_news,high
JqOZS7HofZI,jobs,all_jobs_panic,high
gLUC2WK4hsg,jobs,layoffs_news,high
g_f8DrYtcF4,jobs,layoffs_news,high
3EBqWe3d3CI,jobs,layoffs_news,high
y76vpLnuT54,jobs,personal_loss,high
ysNXFMXKd_8,jobs,layoffs_news,high
Iuv7HWw9vpI,jobs,layoffs_news,high
IeTFpsuCor8,jobs,all_jobs_panic,high
CjiqLLhRwEs,jobs,layoffs_news,high
9dws4ZyQ4bI,jobs,white_collar_tech,high
6UP75wKc92s,jobs,layoffs_news,high
27FZPVVLld8,jobs,layoffs_news,high
8UYV6zq-Few,jobs,layoffs_news,high
8FDHQKwfDSs,jobs,layoffs_news,high
zfx4zH_EGqs,jobs,layoffs_news,high
iN4bUXljjrY,jobs,layoffs_news,high
7djrd9OP55M,jobs,layoffs_news,high
u6QEs7BJjfw,jobs,white_collar_tech,high
jp_Hmx6m2Q0,jobs,layoffs_news,high
Cn8HBj8QAbk,regulation,corporate_critique,high
DPJOZvBvB4g,jobs,white_collar_tech,high
eWXbB4u16UM,jobs,layoffs_news,high
W-5dqb5xlpQ,jobs,layoffs_news,high
BYArKk7-GyM,jobs,layoffs_news,high
BMzO9lUUN7E,jobs,all_jobs_panic,high
vZbf-HxVs4s,jobs,layoffs_news,high
SXOYvvRZhpA,jobs,layoffs_news,high
94xCHRq6UbI,jobs,white_collar_tech,high
oSj7Og5iOkU,jobs,layoffs_news,high
eupDkKbA7Q8,jobs,layoffs_news,high
h8lLk6cOCqg,jobs,layoffs_news,high
oIY6gEYKrQc,jobs,layoffs_news,high
SGAZvdeuMCk,jobs,all_jobs_panic,medium
Au9-XHKCKKw,environment,data_centers,high
xosK8NijBuw,jobs,white_collar_tech,high
5jTTTqMSdWk,jobs,layoffs_news,high
VAf0GHOeO2c,jobs,layoffs_news,medium
1mkXmJyH-aA,jobs,layoffs_news,high
VQriy1jTJoE,jobs,all_jobs_panic,high
eRMz74C7oTU,jobs,layoffs_news,high
wvaQHkBmeqo,jobs,layoffs_news,high
rxWTUNP9D5I,jobs,layoffs_news,high
Xx4pGPgTifc,jobs,layoffs_news,high
un0vv3zNc5g,jobs,all_jobs_panic,high
p31Vy9HRBPs,jobs,layoffs_news,medium
Gu26A5Z3jsI,jobs,all_jobs_panic,medium
W71funXuznU,jobs,white_collar_tech,high
RNkDJ9kULbs,jobs,layoffs_news,high
7pLgmnQbBTo,jobs,layoffs_news,high
wLC7SATDmy8,general_neg,bubble_skepticism,high
5hn7rv4RQdw,jobs,layoffs_news,high
9qH3cRDlfCk,jobs,layoffs_news,high
z7jDEgptePc,jobs,white_collar_tech,high
D8-x1YyQ2Ck,jobs,layoffs_news,high
FO4z32_IvAM,jobs,all_jobs_panic,high
HmP0IYmdhnI,jobs,white_collar_tech,high
nwCyTd4VC08,jobs,layoffs_news,high
6aYyUUQxB50,jobs,personal_loss,high
LjSWMPTHQTM,jobs,layoffs_news,high
cHO0N9lyegQ,jobs,layoffs_news,high
goFKc9oMj8c,jobs,white_collar_tech,high
SEINEBlSxxs,jobs,layoffs_news,high
BUGZStrq6CM,jobs,layoffs_news,high
9-HffhBSLp4,jobs,layoffs_news,high
2DvYMyJ4FSc,jobs,all_jobs_panic,medium
X29qEHGg6YI,jobs,layoffs_news,high
z2o_SQhRC9g,jobs,layoffs_news,medium
qcL1A3xX4RI,jobs,layoffs_news,high
SD2pUeqhmYA,jobs,layoffs_news,high
MgY37OmraRc,jobs,layoffs_news,high
9gsW651ER38,jobs,white_collar_tech,high
7oVaW7uwB5Q,jobs,white_collar_tech,high
9_jiSTi5lRQ,jobs,layoffs_news,medium
XtdwjRcCFkM,jobs,layoffs_news,high
q9GILlCOHG4,jobs,layoffs_news,high
25vjF_ljLns,jobs,all_jobs_panic,medium
g9gdwiTWRcE,jobs,layoffs_news,high
UR4UArKEt2c,jobs,layoffs_news,medium
6AAfojqOPSk,jobs,layoffs_news,high
3q7vMxrHpmY,jobs,layoffs_news,high
9JqfhbcoQm0,jobs,layoffs_news,high
hfFZ9T3J0mg,jobs,all_jobs_panic,high
ktBnY0OvkWs,jobs,layoffs_news,high
utz4aIKsp0g,jobs,layoffs_news,high
HdpmQfp6HCY,jobs,layoffs_news,high
SfXCIlGro_o,jobs,layoffs_news,high
2fD1-6ydHo8,jobs,white_collar_tech,high
k8qNerGkHGs,jobs,all_jobs_panic,high
e0rvswLr3us,jobs,layoffs_news,high
humHg4WW4P8,jobs,layoffs_news,high
J0LmQiiLrzw,jobs,layoffs_news,high
cTaCoUA89oM,jobs,layoffs_news,high
VEG5oKu1vd4,jobs,layoffs_news,high
1azmvX1gwCs,jobs,all_jobs_panic,high
Um4XnmMKau8,jobs,personal_loss,high
cKlJp-rY80Q,jobs,white_collar_tech,high
5GvdxKp3Yuc,jobs,layoffs_news,medium
khWSCgoADAY,jobs,layoffs_news,high
nnZxseYETVk,jobs,service_blue_collar,high
4fLc7IlK6u0,jobs,white_collar_tech,high
_tXP9nv7xg0,jobs,all_jobs_panic,high
3zlAiCwUkvY,jobs,white_collar_tech,high
6D4rsqxqSIc,xrisk,agi_superintelligence,medium
hORGceh06xs,jobs,all_jobs_panic,high
9T_5tTQgMo8,jobs,all_jobs_panic,high
-951kzG3yd0,jobs,all_jobs_panic,high
35ieMIKtKbE,jobs,layoffs_news,high
YeDpz9UWntM,jobs,all_jobs_panic,high
uVY4j0iFmko,jobs,layoffs_news,high
8eAAq9q6Veg,jobs,all_jobs_panic,high
o25EV6NqEDE,xrisk,agi_superintelligence,high
y0CR52pgUIg,jobs,all_jobs_panic,high
Yo7BMQ4O6fY,jobs,all_jobs_panic,high
_d08BZmdZu8,surveillance,data_privacy,medium
p22QeLNHvlc,jobs,white_collar_tech,high
9oCyg9ElzzY,jobs,layoffs_news,high
Kb87DJjiDeA,jobs,layoffs_news,high
YpbCYgVqLlg,jobs,all_jobs_panic,high
X0rwoUwhtuo,jobs,all_jobs_panic,high
RI5J-H8OuUY,jobs,white_collar_tech,high
1L2RB-PmtoQ,jobs,white_collar_tech,high
GCjmK66x_Yk,jobs,all_jobs_panic,high
hGq42fTVN_g,jobs,service_blue_collar,high
_Hib8mYSzmY,jobs,white_collar_tech,high
uFmyk-9zahE,jobs,all_jobs_panic,high
PYjZUKnZSzk,jobs,all_jobs_panic,high
O-Pd5f5YRos,jobs,service_blue_collar,high
c5IBdU2ty5c,jobs,service_blue_collar,medium
yfHkbhGWwaY,jobs,personal_loss,high
nCbjSj-enbQ,jobs,all_jobs_panic,high
0yRK7eJaDXg,jobs,white_collar_tech,high
4b230PQRVHE,jobs,all_jobs_panic,high
MHXsR_sOPF0,jobs,personal_loss,high
EVHOKlz6k24,jobs,all_jobs_panic,high
SyRXxNLZxwk,xrisk,loss_of_control,high
p4dHTHwuWnM,jobs,layoffs_news,high
iLbP81CsffI,jobs,layoffs_news,high
Ctevk8aq8XI,jobs,service_blue_collar,high
zfV14wAI5r8,jobs,layoffs_news,high
TRafYHb0JxY,jobs,other,high
0cGP0qyFzzk,jobs,white_collar_tech,high
768__jEXGIY,jobs,service_blue_collar,high
r_9wkavYt4Y,xrisk,loss_of_control,high
BIzB2R1APpE,jobs,all_jobs_panic,high
zhnwtgybETk,jobs,personal_loss,high
6pvGBbIS7Xo,jobs,all_jobs_panic,high
4Sj4-kYi0J0,jobs,white_collar_tech,high
-r9y5qkrjLM,art,creative_job_loss,high
qPTz1cXMzfQ,jobs,all_jobs_panic,high
23s9g64yoxg,jobs,personal_loss,high
ABLtnNlil8s,jobs,all_jobs_panic,high
lFyiHwjHPj4,jobs,white_collar_tech,high
klj4mYZFG0A,jobs,white_collar_tech,high
42DOznhKL2M,jobs,personal_loss,high
UCV692sxr_Q,jobs,personal_loss,high
PG5sv20Jiic,general_neg,other,low
TYuSEeuUhPo,jobs,personal_loss,high
Tw18-4U7mts,jobs,white_collar_tech,high
n-PkjQdXdDs,jobs,all_jobs_panic,high
RpCziNOhggU,art,consent_training,medium
5Viy3Cu3DLk,art,consent_training,high
J-3E_mMaYyQ,jobs,white_collar_tech,high
VRjgNgJms3Q,general_neg,hate_quit,high
51eDdwc1IHU,jobs,personal_loss,high
FlxQvEbHCo4,art,creative_job_loss,high
smA932BkHYw,jobs,personal_loss,high
vfTKIo6ZLVo,jobs,personal_loss,high
ddwKHuv8WBs,art,creative_job_loss,high
vdmllhVn388,jobs,personal_loss,high
i8hc48m4I9c,jobs,white_collar_tech,high
TdNEgWn0ONg,jobs,all_jobs_panic,high
uHmvYdMpxPw,jobs,personal_loss,high
rDBVfLFth10,jobs,all_jobs_panic,medium
GGm8ZXzsC4Y,jobs,all_jobs_panic,medium
3lPnN8omdPA,education,learning_harm,high
OFlRcY1t3gY,jobs,service_blue_collar,medium
9Yci0lq6bx0,jobs,all_jobs_panic,high
x8ovmdSFvEs,jobs,all_jobs_panic,high
9kkMiNSn5mA,jobs,all_jobs_panic,high
lxvIuoD-nOs,jobs,white_collar_tech,high
765vujDjofw,jobs,white_collar_tech,high
dbMXi9q78Tk,jobs,personal_loss,high
oAZSX71kqzk,jobs,all_jobs_panic,medium
uMwjKyAPR34,xrisk,agi_superintelligence,high
NMB3gP2PetQ,jobs,all_jobs_panic,high
IbURRn8DaIY,jobs,all_jobs_panic,high
U9d0p96N1iw,art,consent_training,high
_Zn1SXeeBUU,jobs,personal_loss,high
4hnCQiKzlbU,jobs,all_jobs_panic,high
p1wooTdQZVA,jobs,all_jobs_panic,high
e70RT6c01M8,regulation,corporate_critique,high
k_onqn68GHY,xrisk,loss_of_control,high
ya6520zh4pQ,jobs,white_collar_tech,high
sGohta611JI,jobs,all_jobs_panic,high
5Xgd-QoC_yY,jobs,service_blue_collar,high
RDIlU7VLXu0,jobs,white_collar_tech,high
k35i0o-b8sI,jobs,white_collar_tech,high
U2oCaBJYdoY,jobs,personal_loss,high
z56dFg2aqn0,jobs,layoffs_news,high
yQPQSpPfZDA,jobs,white_collar_tech,high
6gbGpyRIhdo,jobs,all_jobs_panic,high
nVFylmTjMSY,jobs,layoffs_news,high
D8RtMHuFsUw,xrisk,extinction_doom,high
hu4Ol8UJxw0,jobs,all_jobs_panic,high
26WJ8usMEpQ,jobs,all_jobs_panic,high
aAPpQC-3EyE,regulation,safety_oversight,high
ZtCWDmUk2gQ,jobs,all_jobs_panic,high
3Br4u36juGM,jobs,all_jobs_panic,high
CZAdgBBpXA4,jobs,all_jobs_panic,high
k_sM9Ct8d3U,jobs,personal_loss,high
dH_UvWmvny0,jobs,layoffs_news,high
NE_iPm6nl-E,jobs,all_jobs_panic,high
DzhPNcYJv50,jobs,personal_loss,high
bjnUJq5OONM,xrisk,loss_of_control,medium
m-qkwnXrSOQ,jobs,all_jobs_panic,medium
XV54mhzefMw,jobs,personal_loss,high
b75zSsXII_c,art,music_voice_theft,high
xNyBf76GByw,jobs,white_collar_tech,high
OiPPyiTPOXc,jobs,all_jobs_panic,high
BZxCGIm3-J4,jobs,all_jobs_panic,high
aEL384kTznk,jobs,personal_loss,high
KhiUaxjiIuw,education,teacher_impact,high
jJ0NdKQF1RE,jobs,all_jobs_panic,high
pU2prVifda8,jobs,all_jobs_panic,medium
92AWUMbSWbI,jobs,all_jobs_panic,high
GgG8PbMNURo,art,creative_job_loss,high
0L9Eucq6sps,jobs,personal_loss,high
E3atOY1chQE,jobs,all_jobs_panic,medium
f45Lqucko-4,jobs,all_jobs_panic,high
GfcZXfit0Ss,jobs,personal_loss,high
czq9-9ll5nc,jobs,all_jobs_panic,high
-lhbzbSck04,jobs,personal_loss,medium
GwEjuhpo26o,education,student_cheating,high
Z9XOS5gs-Xs,jobs,personal_loss,high
U9OnLgSwVc4,jobs,personal_loss,high
cxcb55zr2Q8,jobs,white_collar_tech,high
lwHyDILqJYw,jobs,all_jobs_panic,high
FDlxuGWbZqw,jobs,white_collar_tech,high
UcTiRfWNZbs,jobs,all_jobs_panic,high
YVUG1eET7g4,jobs,personal_loss,high
uW-eYOxjUcY,jobs,all_jobs_panic,high
94_75d1uybQ,jobs,all_jobs_panic,high
W3y4U184W2o,jobs,personal_loss,high
IyIyBirix1k,jobs,all_jobs_panic,high
Y3O1N_Hc7qY,environment,data_centers,high
bfNok-Dp17A,jobs,all_jobs_panic,high
NufB1LL_rCU,xrisk,loss_of_control,high
