post_id,theme,subtopic,confidence
7560721507626929439,environment,electricity_grid,high
7630351200612781313,surveillance,state_corporate,high
7568886188816403724,art,noai_activism,high
7629483790603357462,art,consent_training,high
7260579758117883142,art,consent_training,high
7629497108956990740,art,noai_activism,high
7461614742344387862,art,noai_activism,high
7558632437920714014,art,noai_activism,high
7580758166242102550,art,noai_activism,high
7177137305206017286,art,noai_activism,high
7628973585662512405,art,noai_activism,medium
7586449175802367262,art,consent_training,high
7516203525404200234,art,consent_training,high
7630830775046278433,deepfake,scam_fraud,high
7295756232135068961,art,consent_training,high
7606828604227390741,art,style_mimicry,high
7625792725052378390,art,style_mimicry,high
7474614652454948112,art,consent_training,high
7611293862002167062,art,noai_activism,high
7629678743325560067,art,consent_training,high
7489057934920387862,art,consent_training,high
7624323544679320863,art,style_mimicry,high
7418833403140771115,art,style_mimicry,high
7532056113529818386,art,consent_training,high
7603723239822494997,art,noai_activism,high
7498897972487294251,art,noai_activism,high
7610144593782328589,art,consent_training,high
7631008318345039118,art,noai_activism,high
7587318947515567373,art,noai_activism,high
7558877642897018115,art,noai_activism,high
7615401617487170837,general_neg,hate_quit,medium
7632015338506439958,art,noai_activism,high
7523761710981729550,art,creative_job_loss,high
7625174481375464722,art,noai_activism,high
7318873933715868959,art,noai_activism,high
7529455137278922002,art,noai_activism,medium
7554493505293339918,art,creative_job_loss,high
7535540492222663958,art,noai_activism,high
7533454856422493495,art,noai_activism,high
7619999191779085590,art,noai_activism,high
7620083280078998814,environment,water_usage,high
7621607493671636257,art,noai_activism,high
7607564017388883233,art,noai_activism,high
7571688619459611935,art,noai_activism,high
7628372527202438431,environment,general_resource,low
7421571363258780961,art,noai_activism,high
7611953088752241942,art,noai_activism,high
7577415419451968790,art,noai_activism,high
7558947620937338143,art,noai_activism,high
7607220440989240590,education,learning_harm,high
7571564321482837278,art,noai_activism,high
7632469225365425422,art,consent_training,high
7534415146559540502,art,noai_activism,high
7599082532356771086,art,noai_activism,high
7525802696570309902,art,style_mimicry,medium
7620441346309983508,art,style_mimicry,high
7527785915771538744,art,noai_activism,high
7627120231953026324,art,style_mimicry,high
7540319683610791190,art,noai_activism,high
7567749336063380756,art,style_mimicry,high
7551188076505140494,art,noai_activism,high
7630444155960937760,art,noai_activism,medium
7572387302924717325,art,music_voice_theft,high
7548404790628207894,art,music_voice_theft,high
7537629349558668564,art,music_voice_theft,high
7571949667714436383,art,music_voice_theft,high
7627393968950594838,art,music_voice_theft,high
7512697288649608494,art,consent_training,high
7608967817970453782,art,consent_training,medium
7519189352308657430,art,music_voice_theft,medium
7515600967572917550,art,music_voice_theft,high
7631387520638520590,art,consent_training,high
7517446433197346103,art,music_voice_theft,high
7579972123721043255,art,consent_training,high
7627841466311724310,art,music_voice_theft,high
7601820406776990994,art,music_voice_theft,high
7478416913635282219,art,music_voice_theft,high
7577980397947047198,art,music_voice_theft,high
7631442430893575440,deepfake,scam_fraud,high
7631924667221134614,art,music_voice_theft,high
7602031046284086536,deepfake,scam_fraud,high
7630459170441006357,deepfake,scam_fraud,high
7439915356271086894,deepfake,scam_fraud,high
7560607562098363704,deepfake,scam_fraud,high
7571161928551124279,general_neg,ai_slop,high
7598578494360096022,deepfake,scam_fraud,high
7327983075621735713,deepfake,misinfo_general,high
7630690474008988949,deepfake,scam_fraud,high
7631551012481944854,deepfake,scam_fraud,high
7631667721092107527,deepfake,scam_fraud,high
7580581313753681172,deepfake,scam_fraud,high
7620404258763967766,deepfake,scam_fraud,high
7465360697283710250,deepfake,celebrity_impersonation,high
7622463181629197582,deepfake,scam_fraud,high
7518080710717099295,deepfake,scam_fraud,high
7608349888954240263,deepfake,scam_fraud,high
7559833433761975565,art,noai_activism,high
7631335663811529997,art,consent_training,high
7541433908362071318,art,consent_training,high
7624005129393409294,general_neg,product_degradation,high
7510351641191779614,art,consent_training,high
7564067616487181590,art,consent_training,high
7504737045135330582,regulation,pro_regulation,high
7610407812367273224,art,music_voice_theft,high
7568638436106652942,art,consent_training,high
7584189022646422814,art,consent_training,high
7619434091582131470,art,consent_training,high
7546577271268642070,art,consent_training,high
7446458844760247594,art,consent_training,high
7515135366425333014,art,consent_training,high
7547769514855845133,art,consent_training,high
7623866055680625942,art,consent_training,high
7497703084349459743,art,noai_activism,high
7533717823198186782,art,noai_activism,high
7179282854914919726,art,consent_training,high
7625892340980534549,art,noai_activism,high
7593461988051717399,art,consent_training,high
7546750179035155742,art,noai_activism,high
7631460687587429665,art,consent_training,high
7496420790192147734,art,noai_activism,medium
7598345761805405460,art,noai_activism,high
7500689521370074391,art,noai_activism,high
7581921883696794902,art,noai_activism,high
7629307013109058838,art,noai_activism,high
7488038720231345454,art,noai_activism,high
7621643192567450894,art,noai_activism,high
7552028004164144415,art,noai_activism,high
7177206433790823681,art,noai_activism,high
7550500397828312351,surveillance,facial_recognition,high
7551806802904583446,surveillance,tracking_spying,high
7630779969760677142,surveillance,tracking_spying,high
7502219365060840747,surveillance,facial_recognition,high
7630787128519052551,surveillance,facial_recognition,high
7605634170420743437,surveillance,facial_recognition,high
7600596201544748310,surveillance,state_corporate,medium
7457056115264703774,surveillance,facial_recognition,high
7456222794620095774,surveillance,facial_recognition,high
7435773406563274027,surveillance,facial_recognition,high
7631239008122604814,art,other,high
7622733371654950164,surveillance,facial_recognition,high
7606375443310120214,surveillance,tracking_spying,high
7577412260277259543,surveillance,data_privacy,high
7614410444786109710,surveillance,data_privacy,high
7504354099018681622,surveillance,state_corporate,high
7572751915130326294,deepfake,misinfo_general,medium
7512974030870154542,surveillance,tracking_spying,high
7601238503480954133,surveillance,tracking_spying,high
7630876324843785503,surveillance,state_corporate,high
7563697341887155486,surveillance,state_corporate,high
7532503027102567694,surveillance,tracking_spying,high
7367205880267427118,surveillance,tracking_spying,high
7629388033711770913,surveillance,state_corporate,high
7516166192197963054,surveillance,state_corporate,high
7549862952816643351,surveillance,state_corporate,high
7316932586939436321,surveillance,tracking_spying,high
7495813046258896174,surveillance,state_corporate,high
7461131030821375250,surveillance,state_corporate,high
7591927257631968567,surveillance,state_corporate,high
7494250424124394783,surveillance,state_corporate,high
7562199863077637394,surveillance,facial_recognition,high
7514143622405606686,surveillance,state_corporate,high
7543628494433946910,surveillance,tracking_spying,high
7600477550401293623,surveillance,state_corporate,high
7632628443414416662,surveillance,facial_recognition,high
7524649065565408567,surveillance,tracking_spying,high
7632190407757139214,education,student_cheating,high
7607666464698502414,surveillance,facial_recognition,high
7632110914736557325,education,student_cheating,high
7631252199783370014,general_neg,product_degradation,medium
7617097373675785492,general_neg,ai_slop,medium
7576023413655964950,general_neg,product_degradation,high
7631928950243052830,education,learning_harm,high
7596297863991266578,education,learning_harm,high
7566978133782482187,education,student_cheating,high
7504749512498466070,education,student_cheating,high
7543267596481645837,general_neg,antiai_identity,medium
7631314606136331534,education,learning_harm,high
7519687751042682168,education,student_cheating,high
7536508218944572689,art,other,high
7601628629532986679,education,teacher_impact,high
7490259927307537707,general_neg,bubble_skepticism,medium
7631925514940255502,deepfake,misinfo_general,high
7560547761909714196,art,consent_training,high
7536507226589039873,general_neg,ai_slop,high
7490818165438647598,education,teacher_impact,high
7535237998531726606,education,learning_harm,high
7571293427837472011,education,student_cheating,high
7512805646736330030,education,learning_harm,high
7538447137219087646,education,student_cheating,high
7622522452538608904,education,student_cheating,high
7628736599785786638,education,student_cheating,high
7533191179895082271,education,school_bans,high
7630038873208376598,deepfake,misinfo_general,high
7489583418079071530,education,student_cheating,medium
7510674697923595550,education,school_bans,high
7514057994989030678,xrisk,loss_of_control,high
7627320219626736927,xrisk,loss_of_control,high
7632065516273962247,xrisk,loss_of_control,high
7616837950281616654,xrisk,other,medium
7546232049846193430,xrisk,agi_superintelligence,high
7629531510382546206,deepfake,scam_fraud,high
7611522899605736726,regulation,pro_regulation,high
7629397203492130078,deepfake,scam_fraud,high
7432513584984313120,xrisk,extinction_doom,high
7629227650917109013,general_neg,product_degradation,medium
7629534487889612052,regulation,safety_oversight,high
7213531132917468462,xrisk,agi_superintelligence,high
7605228679609781524,surveillance,other,high
7302730087475006726,deepfake,misinfo_general,high
7338071913622785312,deepfake,misinfo_general,high
7514481512851524894,surveillance,other,high
7314740924821654816,xrisk,agi_superintelligence,high
7441020415994088726,xrisk,agi_superintelligence,high
7630925049603656974,surveillance,tracking_spying,medium
7611720471742139661,surveillance,state_corporate,high
7621575331316600078,environment,carbon_climate,medium
7576697192996441366,art,creative_job_loss,high
7591746321116073271,environment,general_resource,medium
7404929720380411178,art,noai_activism,high
7546007302592105783,general_neg,product_degradation,high
7567018255383252227,surveillance,other,high
7595574927328234760,regulation,pro_regulation,high
7564216745821474079,surveillance,data_privacy,high
7621290253864750349,general_neg,hate_quit,high
7512228139968335134,deepfake,nonconsensual_imagery,medium
7532583945041464589,surveillance,data_privacy,medium
7512364586499198264,xrisk,loss_of_control,high
7511725197418827039,xrisk,loss_of_control,high
7514904572314406160,xrisk,loss_of_control,high
7527050822237064478,xrisk,loss_of_control,high
7631294369089195277,general_neg,hate_quit,medium
7554414569993653522,deepfake,nonconsensual_imagery,high
7436590478016974122,regulation,corporate_critique,high
7632000054500347169,xrisk,loss_of_control,high
7629909729191447821,regulation,safety_oversight,high
7562230007154724127,regulation,safety_oversight,high
7607828522744188173,regulation,safety_oversight,high
7567094496752602399,regulation,pro_regulation,high
7632286944424152327,regulation,pro_regulation,high
7629431079186763038,regulation,safety_oversight,high
7529639216070839574,deepfake,misinfo_general,medium
7503767476602293511,regulation,pro_regulation,high
7631984180066405662,regulation,pro_regulation,high
7615224451386576148,deepfake,nonconsensual_imagery,high
7632402956939169056,deepfake,misinfo_general,high
7622725746217258253,deepfake,scam_fraud,high
7557450543082376504,deepfake,scam_fraud,medium
7622424226158431510,deepfake,misinfo_general,high
7556931786429713676,deepfake,political_election,high
7594104184031464726,deepfake,celebrity_impersonation,medium
7553823414855732491,deepfake,misinfo_general,high
7624644451847245088,deepfake,nonconsensual_imagery,high
7466841181310209313,deepfake,nonconsensual_imagery,high
7427304348386118958,deepfake,nonconsensual_imagery,high
7514097304782146862,deepfake,nonconsensual_imagery,high
7622008685409226006,deepfake,scam_fraud,high
7506784024220798213,deepfake,scam_fraud,high
7632615011025800481,deepfake,misinfo_general,high
7631608602444238102,environment,water_usage,high
7594450646556888341,environment,carbon_climate,high
7632079018644311309,surveillance,data_privacy,high
7631014522685263117,surveillance,data_privacy,high
7528601724378991902,general_neg,hate_quit,medium
7629537356089019670,surveillance,data_privacy,high
7630045174541995286,surveillance,data_privacy,medium
7591856626466917654,environment,electricity_grid,high
7629845367793650958,art,consent_training,high
7596488150483045640,surveillance,data_privacy,medium
7254657673545682203,deepfake,misinfo_general,high
7525840988200258838,deepfake,misinfo_general,high
6925910971810598150,deepfake,celebrity_impersonation,high
7447621941739146542,deepfake,scam_fraud,high
7631859739453967638,deepfake,scam_fraud,high
7595652906641100054,deepfake,scam_fraud,high
7499178884798156087,deepfake,misinfo_general,high
7498161271662054678,deepfake,nonconsensual_imagery,high
7630995980799806740,deepfake,misinfo_general,high
7632137907398020372,deepfake,misinfo_general,high
7627887157830585607,deepfake,misinfo_general,high
7613793571581299982,deepfake,scam_fraud,high
7621495543587540257,deepfake,scam_fraud,high
7617832620277140756,deepfake,political_election,high
7632787728731557127,deepfake,misinfo_general,high
7632037077168770325,deepfake,scam_fraud,high
7367252466347314465,deepfake,misinfo_general,high
7489541182595271958,deepfake,scam_fraud,high
7538083092666387717,deepfake,scam_fraud,high
7618515345522855199,art,other,high
7632397749719158038,deepfake,misinfo_general,high
7624299604120571144,deepfake,scam_fraud,high
7617273656724426002,deepfake,scam_fraud,high
7601441076578176274,deepfake,scam_fraud,high
7622038124297800990,deepfake,scam_fraud,high
7491097266300734766,deepfake,scam_fraud,high
7577799929779834143,deepfake,scam_fraud,high
7614162309996662019,deepfake,scam_fraud,high
7631931950126615830,deepfake,scam_fraud,high
7632444903695371541,deepfake,misinfo_general,high
7629059228975631630,deepfake,scam_fraud,high
7610690416819719431,deepfake,scam_fraud,high
7593078512483896593,deepfake,misinfo_general,high
7587080848025931028,deepfake,scam_fraud,high
7568181647472856334,deepfake,misinfo_general,high
7516821001217264952,deepfake,misinfo_general,high
7511809425670278431,deepfake,misinfo_general,high
7545818170557353238,deepfake,misinfo_general,high
7619061633293290782,deepfake,misinfo_general,high
7525266599629065503,deepfake,misinfo_general,high
7596117806261800247,deepfake,misinfo_general,high
7518748551325830422,deepfake,misinfo_general,high
7615959302494293261,deepfake,misinfo_general,high
7539545427859803414,deepfake,misinfo_general,high
7631514559899077909,deepfake,misinfo_general,high
7560794500914892045,deepfake,misinfo_general,high
7559992669271838008,deepfake,misinfo_general,high
7561834990577749278,deepfake,misinfo_general,high
7611432259475770632,deepfake,misinfo_general,high
7628601552214805761,deepfake,misinfo_general,high
7491128241625763080,deepfake,misinfo_general,high
7631656235661544726,regulation,corporate_critique,high
7631537830728092950,xrisk,loss_of_control,medium
7489218219975118102,deepfake,scam_fraud,high
7627009147841645846,deepfake,misinfo_general,high
7631445431477685517,jobs,service_blue_collar,high
7608391994183896338,deepfake,misinfo_general,high
7632235549989932308,deepfake,misinfo_general,high
7613109859147435286,deepfake,misinfo_general,high
7515789000003554606,deepfake,misinfo_general,high
7472565398878145834,deepfake,misinfo_general,high
7534125040976071966,art,style_mimicry,medium
7449932885370424606,general_neg,ai_slop,high
7564987682607189262,general_neg,ai_slop,high
7618810217807088926,general_neg,ai_slop,high
7506503032306191638,art,noai_activism,high
7514115202481147167,art,style_mimicry,medium
7626726976706940192,general_neg,ai_slop,high
7587636703888706837,general_neg,ai_slop,high
7549177610803088672,deepfake,misinfo_general,high
7630034482074111254,art,creative_job_loss,high
7632505281016040712,art,noai_activism,high
7538639190808956168,general_neg,ai_slop,high
7624198660930145566,art,creative_job_loss,high
7632090145038273813,general_neg,hate_quit,medium
7609615606450507026,art,style_mimicry,high
7580520344071441686,art,style_mimicry,high
7447044377756683528,general_neg,ai_slop,high
7553886008643685687,deepfake,scam_fraud,high
7553463549310422302,deepfake,scam_fraud,high
7347361721494883626,general_neg,ai_slop,high
7606180181341932818,art,noai_activism,high
7529986531268775181,deepfake,misinfo_general,high
7604677002246819086,general_neg,ai_slop,medium
7530453496164928782,art,creative_job_loss,high
7177552289878609198,art,noai_activism,high
7568923413763427598,art,creative_job_loss,high
7576498951524797727,general_neg,ai_slop,high
7452745566582328608,art,noai_activism,high
7592789937313910027,general_neg,product_degradation,high
7500056674854620462,deepfake,misinfo_general,high
7575967129711758622,general_neg,product_degradation,high
7551613273267834119,general_neg,ai_slop,high
7585166502513347853,xrisk,loss_of_control,medium
7630958307846393110,jobs,white_collar_tech,medium
7399736763377372422,general_neg,product_degradation,high
7439113399549644075,xrisk,loss_of_control,high
7547853406359145742,general_neg,product_degradation,high
7506667450432343342,jobs,other,high
7550681809156148510,surveillance,data_privacy,medium
7583873491301059862,general_neg,product_degradation,high
7580769145772346679,deepfake,misinfo_general,medium
7373913347328363822,general_neg,product_degradation,high
7510345273911119146,general_neg,product_degradation,high
7550681098691300622,deepfake,misinfo_general,high
7561896455108119838,general_neg,product_degradation,high
7560039340059938078,deepfake,misinfo_general,high
7512504310647819551,deepfake,misinfo_general,high
7563618688352455950,art,noai_activism,high
7594381926069275936,regulation,pro_regulation,high
7581180866446118158,general_neg,ai_slop,high
7478018595964931383,deepfake,misinfo_general,high
7533269960882244877,regulation,econ_bubble,medium
7563233799182568734,general_neg,ai_slop,medium
7554906389227867405,general_neg,ai_slop,high
7617718951459425544,general_neg,ai_slop,medium
7563958844360035615,deepfake,misinfo_general,high
7564755162535939350,jobs,all_jobs_panic,medium
7630195799716072726,general_neg,hate_quit,medium
7620557142625422612,environment,water_usage,high
7456967909470981422,general_neg,ai_slop,high
7509172049361800494,education,learning_harm,high
7566756969332100365,general_neg,antiai_identity,medium
7570809899744087327,art,creative_job_loss,high
7545904063779540246,art,noai_activism,high
7462714079233314079,art,noai_activism,medium
7362227526489656622,art,music_voice_theft,medium
7630851472657272086,jobs,all_jobs_panic,medium
7510339326383787294,art,noai_activism,high
7630638333815033108,deepfake,nonconsensual_imagery,high
7580160162992753950,art,noai_activism,high
7629051222598700310,art,noai_activism,high
7629872509134900503,art,consent_training,high
7624218160979397908,deepfake,scam_fraud,high
7590021117662809366,art,noai_activism,high
7629846697744600333,surveillance,data_privacy,high
7337775821156879648,art,noai_activism,high
7632449220838001933,surveillance,other,high
7515073665784941854,art,noai_activism,high
7630339860913507606,art,consent_training,high
7630463216916729102,deepfake,misinfo_general,high
7630295283087248653,deepfake,misinfo_general,high
7615668070748572950,jobs,service_blue_collar,high
7597589812308135190,jobs,service_blue_collar,high
7475010106124471557,jobs,service_blue_collar,high
7625670334053731614,general_neg,product_degradation,high
7627164375551429902,general_neg,product_degradation,high
7577443439373978893,general_neg,ai_slop,high
7564488268537023775,jobs,service_blue_collar,high
7528505678151912717,jobs,service_blue_collar,high
7608594244189588749,general_neg,product_degradation,high
7618566641605053718,jobs,service_blue_collar,high
7628140871128501526,jobs,service_blue_collar,medium
7614587297278823694,jobs,service_blue_collar,high
7623133095432080653,jobs,service_blue_collar,high
7465783701276806446,surveillance,other,high
7503908358160665878,jobs,service_blue_collar,high
7492091887424228650,surveillance,state_corporate,medium
7544138934050245943,surveillance,other,high
7600377948008369430,surveillance,other,high
7631907084480564501,jobs,service_blue_collar,medium
7554816843895049486,xrisk,loss_of_control,medium
7550712950684667150,art,other,high
7632163971935636750,general_neg,product_degradation,high
7579696555872029974,general_neg,product_degradation,medium
7574632684228480269,general_neg,product_degradation,high
7514695228868070687,general_neg,product_degradation,medium
7616436663597813014,surveillance,state_corporate,high
7499679936798575918,deepfake,misinfo_general,high
7577888975638088982,regulation,corporate_critique,high
7570075772027735352,surveillance,facial_recognition,high
7611763155282300190,general_neg,hate_quit,low
7631497245686254862,deepfake,misinfo_general,medium
7630501681280732434,regulation,corporate_critique,high
7448029156044033311,regulation,corporate_critique,high
7558204185875942663,art,creative_job_loss,high
7631340461013126413,xrisk,other,medium
7537705334362623254,general_neg,product_degradation,medium
7616476998780701974,regulation,corporate_critique,high
7592054513167584567,art,other,high
7574588770335444236,regulation,safety_oversight,high
7630454578739285262,xrisk,loss_of_control,high
7601172015717813526,general_neg,hate_quit,high
7547779400851262728,surveillance,data_privacy,high
7632655586890665236,general_neg,product_degradation,high
7467882225246211334,deepfake,misinfo_general,high
7504729892903226654,art,noai_activism,high
7534348614080974102,general_neg,product_degradation,high
7610257800446364958,general_neg,hate_quit,medium
7539811284947111182,general_neg,product_degradation,high
7529249084935359766,general_neg,hate_quit,medium
7496970495275912478,general_neg,ai_slop,high
7456517660449197355,education,learning_harm,high
7585605344554962190,surveillance,state_corporate,high
7598793653083049238,general_neg,bubble_skepticism,high
7442874839909584171,art,noai_activism,high
7626036242127277332,jobs,white_collar_tech,high
7611927037837708574,jobs,other,high
7615913997484723478,education,student_cheating,high
7557137458320723214,jobs,all_jobs_panic,medium
7627687677625666830,general_neg,bubble_skepticism,high
7603169708984093965,xrisk,other,low
7553681667727133974,general_neg,bubble_skepticism,high
7601739245954272567,jobs,all_jobs_panic,medium
7564858197069024525,general_neg,bubble_skepticism,high
7561548409891474710,regulation,econ_bubble,high
7604493991098240270,jobs,other,high
7625575541260897557,environment,data_centers,high
7621295692744559894,general_neg,bubble_skepticism,medium
7630439339469655318,regulation,econ_bubble,high
7616786216469449997,general_neg,bubble_skepticism,high
7618997842996153622,jobs,other,high
7561086996425215254,general_neg,bubble_skepticism,high
7556007445034781970,general_neg,bubble_skepticism,high
7630789525215743245,jobs,other,high
7627632551070321953,environment,data_centers,high
7623781740137647391,environment,general_resource,low
7632914761457421598,art,noai_activism,high
7631013150611066142,general_neg,ai_slop,high
7616136162918419726,environment,data_centers,high
7632801679951285534,general_neg,hate_quit,high
7630250935872146702,deepfake,misinfo_general,high
7608418549861764366,art,noai_activism,high
7630544350853729567,environment,carbon_climate,medium
7610853110583528735,art,noai_activism,high
7606432962309065997,environment,general_resource,high
7608632209406250253,art,noai_activism,high
7626832541898509599,environment,other,high
7629397396212043021,art,noai_activism,high
7607996231092014367,general_neg,hate_quit,medium
7572694619843022110,art,noai_activism,high
7620565040369831181,deepfake,misinfo_general,high
7630974096037137678,environment,water_usage,high
7597332999268519180,art,noai_activism,medium
7611642385268821261,environment,general_resource,low
7620586012976172318,environment,general_resource,medium
7628634420039159053,art,noai_activism,high
7629809163333356831,art,noai_activism,high
7632891063304228110,art,noai_activism,high
7615258779281542430,general_neg,antiai_identity,high
7602712635489930509,art,noai_activism,high
7617609777442491679,art,music_voice_theft,high
7613751981995281697,art,noai_activism,high
7548642995940199710,art,noai_activism,high
7632817356913282325,art,noai_activism,high
7611613439437393160,art,noai_activism,high
7605387103756684558,general_neg,antiai_identity,high
7629797399191375135,art,noai_activism,high
7535483885057051909,art,noai_activism,high
7487294620137704734,art,noai_activism,high
7493284290629766422,art,noai_activism,high
7626816669037464852,art,noai_activism,high
